customer_id,age,gender,city_type,employment_type,employment_years,business_vintage_years,education_level,annual_income,monthly_income,dependents,credit_score,cibil_score,loan_type,requested_loan_amount,loan_tenure_months,property_value,property_location,down_payment,property_type,gold_weight,gold_purity,gold_market_value,course_fee,college,course_duration,coapplicant_income,business_turnover,years_in_business,business_type,gst_number,interest_rate,emi_amount,emi_income_ratio,probability_of_default,loan_approval_status,safe_loan_amount
4997,29,Male,Rural,Self-employed,20,4,School,0,0,4,706,728,business,2569100,12,,,,,,,,,,,,1063076.0,10.0,Services,ISIL3HRB958IEU3,13.0,229465.01303105583,2.5902006595696543,0.6449369577214302,Rejected,595112
4998,54,Male,Rural,Salaried,13,5,School,1152624,96052,2,613,633,gold,787093,120,,,,,165.0,22.0,990000.0,,,,,,,,,11.0,10842.20696377925,0.11287851334463885,0.17325285091117743,Rejected,586700
4999,44,Female,Rural,Student,0,9,Graduate,0,0,1,818,780,education,433453,180,,,,,,,,465414.0,ABC University,44.0,35410.0,,,,,10.0,4657.908120859367,0.13154216664386803,0.04268820052969993,Approved,0
5000,36,Female,Semi-Urban,Self-employed,9,14,Graduate,420564,35047,2,686,639,home,911222,36,1520434.8327785789,Suburban,365930.1743285175,Apartment,,,,,,,,,,,,8.5,28765.034586168833,0.8207559730124927,0.6598592199744171,Rejected,555111
5001,22,Male,Semi-Urban,Self-employed,15,13,Graduate,0,0,4,670,679,business,2905265,24,,,,,,,,,,,,2490227.0,9.0,Manufacturing,VTMWJMLSVAXTSJJ,13.0,138121.59320243704,0.6655855544210406,0.7848156492648063,Rejected,2618986
5002,48,Female,Urban,Self-employed,19,13,Postgraduate,0,0,1,574,620,business,7996004,60,,,,,,,,,,,,4361457.0,4.0,Retail,03OX50RRE19CTD2,13.0,181933.6630739084,0.5005675756718226,1.0,Rejected,4982175
5003,39,Male,Semi-Urban,Self-employed,18,11,School,1144284,95357,4,799,822,gold,180690,24,,,,,41.0,24.0,246000.0,,,,,,,,,11.0,8421.57028373003,0.08831622517203803,0.3210825113727688,Approved,0
5004,52,Female,Semi-Urban,Salaried,18,2,School,1075104,89592,1,800,844,home,1791840,240,2732516.0484893164,Suburban,398398.8307488648,Land,,,,,,,,,,,,8.5,15550.003824736985,0.1735646466731068,0.16381567487289264,Rejected,1425719
5005,43,Female,Urban,Self-employed,6,1,School,702696,58558,4,623,629,home,3513480,24,5967914.203370265,Suburban,1643971.761250808,Apartment,,,,,,,,,,,,8.5,159707.60458225227,2.727340492883163,0.6946301397066602,Rejected,644122
5006,49,Female,Semi-Urban,Salaried,8,4,School,0,0,0,575,535,business,2609555,180,,,,,,,,,,,,1361507.0,10.0,Manufacturing,HAU655UVA36IJYB,13.0,33017.190238336574,0.29100568918120795,0.42660157258396536,Rejected,1789871
5007,55,Male,Urban,Salaried,12,5,Postgraduate,1639608,136634,1,614,647,gold,469933,240,,,,,99.0,24.0,594000.0,,,,,,,,,11.0,4850.59387794456,0.035500635844259554,0.07450291977219169,Rejected,283729
5008,26,Female,Semi-Urban,Salaried,15,14,School,923016,76918,3,713,685,home,1692196,24,2968557.2041068166,Town,698424.0362433733,Land,,,,,,,,,,,,8.5,76919.91121158194,1.0000248473904931,0.5991922141431508,Rejected,846077
5009,46,Female,Rural,Salaried,17,12,School,735660,61305,4,611,606,gold,360511,240,,,,,83.0,24.0,498000.0,,,,,,,,,11.0,3721.152695238835,0.06069900815983745,0.004997085689647163,Rejected,222027
5010,29,Male,Urban,Self-employed,19,15,Graduate,0,0,0,704,725,business,2202462,120,,,,,,,,,,,,1201343.0,7.0,Services,HK1YSZHT0VU9GJD,13.0,32885.12309917198,0.328483603092592,0.3740812220071885,Approved,0
5011,31,Female,Urban,Salaried,16,10,Postgraduate,1400304,116692,2,575,608,gold,729094,60,,,,,166.0,22.0,996000.0,,,,,,,,,11.0,15852.27020772567,0.1358471035523058,0.5301241660171407,Approved,0
5012,39,Male,Semi-Urban,Self-employed,4,4,School,0,0,4,449,441,business,6355355,60,,,,,,,,,,,,2629802.0,9.0,Services,H0FRAFGUOHBQ53I,13.0,144603.85653697513,0.6598391355865201,1.0,Rejected,5779004
5013,39,Female,Urban,Self-employed,13,10,Postgraduate,522984,43582,0,824,844,home,871640,240,1226598.426024542,Suburban,193250.49555550198,Land,,,,,,,,,,,,8.5,7564.294431307341,0.1735646466731068,0.312271486288656,Approved,0
5014,34,Male,Rural,Salaried,11,8,School,761208,63434,3,793,812,gold,666309,180,,,,,147.0,24.0,882000.0,,,,,,,,,11.0,7573.247668671297,0.11938783095297943,0.006711557116712785,Approved,0
5015,38,Female,Semi-Urban,Salaried,16,1,Graduate,2048796,170733,4,675,655,home,9219582,180,15701846.062353102,City Center,1897817.1732262613,Apartment,,,,,,,,,,,,8.5,90788.87102938758,0.5317593612798204,0.42588614384350826,Rejected,7223559
5016,45,Male,Rural,Salaried,3,14,School,1564068,130339,3,797,816,gold,485533,240,,,,,108.0,22.0,648000.0,,,,,,,,,11.0,5011.6152671552245,0.03845061928628595,0.04580232888784688,Rejected,344039
5017,53,Male,Urban,Salaried,15,13,Graduate,1414056,117838,1,697,678,gold,496359,60,,,,,111.0,24.0,666000.0,,,,,,,,,11.0,10792.04737391407,0.0915837622321668,0.04962801815609246,Approved,0
5018,22,Female,Semi-Urban,Self-employed,16,2,School,2097132,174761,4,578,544,home,3844742,12,6036017.181002829,Suburban,1810235.4708401435,Apartment,,,,,,,,,,,,8.5,335337.56085518195,1.9188352141220406,1.0,Rejected,1202211
5019,25,Male,Semi-Urban,Self-employed,11,9,School,1573032,131086,1,587,612,gold,97467,240,,,,,23.0,24.0,138000.0,,,,,,,,,11.0,1006.0430603971681,0.0076746796789677624,0.6696377601075261,Approved,0
5020,30,Female,Rural,Salaried,7,15,Postgraduate,0,0,2,813,802,business,4964600,24,,,,,,,,,,,,3135537.0,12.0,Services,EM0KNZZMX793PCI,13.0,236026.13242262547,0.9032945836937997,0.4583563024964514,Rejected,3297662
5021,44,Male,Semi-Urban,Self-employed,8,11,Graduate,0,0,1,716,762,business,3141235,24,,,,,,,,,,,,1215962.0,13.0,Manufacturing,QAVGSCFXMMLHXZS,13.0,149340.0370786339,1.4737964220457602,0.7861449231902008,Rejected,1278834
5022,55,Female,Rural,Self-employed,15,13,Postgraduate,1402392,116866,0,687,639,home,2687918,24,4649073.6306930315,Suburban,1373079.4348433989,Independent House,,,,,,,,,,,,8.5,122181.12671582542,1.045480522271879,0.6591326465883313,Rejected,1542593
5023,32,Male,Urban,Salaried,6,15,Postgraduate,0,0,3,719,737,business,1678941,120,,,,,,,,,,,,875969.0,7.0,Manufacturing,A3GORTDP3JM7PBQ,13.0,25068.39230881028,0.3434147871736595,0.05446215245036304,Approved,0
5024,28,Male,Rural,Self-employed,20,13,Postgraduate,0,0,4,579,548,business,9078726,24,,,,,,,,,,,,3026242.0,9.0,Services,6B72PWOHC9CCX2K,13.0,431619.1808211604,1.7115056131842479,1.0,Rejected,3182716
5025,52,Female,Urban,Self-employed,6,2,Postgraduate,0,0,2,609,597,business,5053021,24,,,,,,,,,,,,1894883.0,11.0,Retail,2VAK25OPTLKVOGB,13.0,240229.8279177189,1.5213382224721141,0.6664285636414536,Rejected,1992859
5026,35,Female,Semi-Urban,Self-employed,15,15,School,699132,58261,2,671,644,gold,489964,36,,,,,136.0,22.0,816000.0,,,,,,,,,11.0,16040.792793514638,0.275326424083257,0.31959173970204197,Approved,0
5027,29,Male,Rural,Self-employed,11,13,Graduate,1895892,157991,0,771,771,home,6161649,36,9831395.867663207,Town,1262700.538037124,Apartment,,,,,,,,,,,,8.5,194508.08539832509,1.231133959518739,0.7772516215885665,Rejected,3002914
5028,47,Female,Rural,Salaried,6,8,Graduate,866544,72212,0,815,805,gold,819812,24,,,,,196.0,24.0,1176000.0,,,,,,,,,11.0,38209.66504756924,0.5291317931586057,0.45199394439452956,Rejected,774677
5029,48,Male,Rural,Self-employed,11,5,School,0,0,0,824,841,business,12249325,240,,,,,,,,,,,,4899730.0,11.0,Services,VM7KP2P29QD0X68,13.0,143510.1164955413,0.3514727133834917,0.23783833632505968,Rejected,8627549
5030,41,Male,Rural,Salaried,9,2,Postgraduate,436536,36378,2,699,694,gold,642648,36,,,,,170.0,22.0,1020000.0,,,,,,,,,11.0,21039.471077806927,0.5783570036232594,0.5107781721012765,Rejected,555581
5031,45,Male,Urban,Self-employed,4,14,School,1139220,94935,0,703,729,gold,221215,24,,,,,48.0,24.0,288000.0,,,,,,,,,11.0,10310.352926644191,0.10860433903875484,0.23014837864538068,Approved,0
5032,40,Female,Rural,Self-employed,20,4,Postgraduate,469188,39099,1,728,702,gold,643717,240,,,,,169.0,22.0,1014000.0,,,,,,,,,11.0,6644.37215375136,0.16993713787440498,0.2866511517049623,Approved,0
5033,51,Male,Rural,Salaried,13,2,Postgraduate,343308,28609,3,800,775,gold,625507,24,,,,,146.0,22.0,876000.0,,,,,,,,,11.0,29153.52904679352,1.0190334876015772,0.5950769401592422,Rejected,245530
5034,54,Male,Semi-Urban,Self-employed,6,4,School,1414728,117894,0,770,775,gold,810207,240,,,,,178.0,24.0,1068000.0,,,,,,,,,11.0,8362.862608218253,0.07093543868405731,0.3632421006130523,Rejected,549007
5035,30,Female,Urban,Self-employed,3,6,Postgraduate,0,0,1,606,619,business,9554443,60,,,,,,,,,,,,4246419.0,7.0,Manufacturing,ANSB7TYW9AVBBT5,13.0,217392.93947587605,0.6143329882685888,0.7584406961624433,Rejected,9331529
5036,42,Male,Rural,Salaried,19,4,School,1709160,142430,1,599,646,gold,479950,60,,,,,124.0,24.0,744000.0,,,,,,,,,11.0,10435.27595371507,0.07326599700705659,0.5044485623845141,Approved,0
5037,42,Male,Rural,Self-employed,1,1,Graduate,0,0,0,457,455,business,9011877,60,,,,,,,,,,,,4159328.0,5.0,Services,7Y50CT4SFUHOFNR,13.0,205047.89564656356,0.5915798772683382,1.0,Rejected,6368768
5038,22,Female,Rural,Salaried,14,11,School,1586328,132194,4,830,784,home,6477506,120,9806480.722632037,Suburban,1682928.3884943977,Land,,,,,,,,,,,,8.5,80311.80435987792,0.6075298754851046,0.4746301238790921,Rejected,6397222
5039,41,Male,Urban,Salaried,2,3,Postgraduate,0,0,1,613,584,business,14887941,24,,,,,,,,,,,,4580905.0,4.0,Services,8KAAGZZFJG54M1G,13.0,707799.8497293306,1.8541310498148222,0.5552401542934113,Rejected,4817763
5040,32,Female,Urban,Salaried,1,5,Postgraduate,0,0,4,715,748,business,12070294,240,,,,,,,,,,,,3914690.0,5.0,Manufacturing,1R5O79SVDA2U78T,13.0,141412.6327838826,0.4334830071874379,0.03429782907750818,Approved,0
5041,37,Female,Semi-Urban,Salaried,1,14,School,1248084,104007,3,592,550,gold,586579,120,,,,,153.0,24.0,918000.0,,,,,,,,,11.0,8080.126387360412,0.07768829393560445,0.4076875674030337,Rejected,367729
5042,53,Female,Semi-Urban,Self-employed,9,10,Postgraduate,1552584,129382,4,601,574,home,5822190,60,8532069.53066835,City Center,1778096.7755751887,Independent House,,,,,,,,,,,,8.5,119451.14352704455,0.9232439097173065,0.7477823306541285,Rejected,3783739
5043,47,Female,Semi-Urban,Self-employed,16,9,Postgraduate,1628952,135746,4,576,544,home,4343872,60,6358306.2853510445,Town,1485577.5926104335,Apartment,,,,,,,,,,,,8.5,89121.1859687008,0.6565290024656402,1.0,Rejected,3969852
5044,47,Female,Urban,Salaried,11,4,Graduate,1497168,124764,2,434,435,gold,244788,180,,,,,64.0,24.0,384000.0,,,,,,,,,11.0,2782.2529041611465,0.022300125870933496,0.4139430527997845,Rejected,186886
5045,30,Male,Urban,Self-employed,14,15,School,1141680,95140,3,480,468,home,5613260,24,8130104.592755635,City Center,1393954.0123907556,Apartment,,,,,,,,,,,,8.5,255154.5215846891,2.681884818001777,1.0,Rejected,1255817
5046,21,Female,Urban,Self-employed,13,11,School,0,0,0,583,576,business,5861304,60,,,,,,,,,,,,2930652.0,10.0,Services,7ATM3RPHSMPOA7P,13.0,133362.67804640313,0.5460737530613794,1.0,Rejected,3770144
5047,21,Female,Semi-Urban,Self-employed,10,6,School,1034436,86203,2,690,676,gold,259620,36,,,,,66.0,22.0,396000.0,,,,,,,,,11.0,8499.625737915989,0.09860011528503636,0.341891697849961,Approved,0
5048,47,Male,Rural,Self-employed,2,11,Postgraduate,559536,46628,3,613,649,home,2424656,120,3535438.2038784996,Suburban,433452.92376447906,Independent House,,,,,,,,,,,,8.5,30062.26444437167,0.644725582147458,0.6290449438403642,Rejected,1880378
5049,30,Female,Urban,Student,0,4,School,0,0,0,588,603,education,391797,180,,,,,,,,511515.0,National Institute,47.0,95347.0,,,,,10.0,4210.270613026874,0.044157347509904604,0.5625370751080319,Approved,0
5050,44,Male,Semi-Urban,Student,0,14,School,0,0,1,730,750,education,215109,36,,,,,,,,235472.0,XYZ College,28.0,96415.0,,,,,10.0,6940.962370079207,0.07199048249835821,0.10909077229666375,Approved,0
5051,34,Female,Urban,Self-employed,13,9,Postgraduate,1323060,110255,2,703,664,gold,125213,12,,,,,27.0,22.0,162000.0,,,,,,,,,11.0,11066.53260846549,0.10037216097651344,0.20124637465406292,Approved,0
5052,35,Female,Rural,Self-employed,16,12,Postgraduate,0,0,1,708,714,business,4948175,12,,,,,,,,,,,,2375124.0,11.0,Manufacturing,N8VB8M44110A6UO,13.0,441957.5107449865,2.2329318927937396,0.6303605638570944,Rejected,1329599
5053,40,Male,Semi-Urban,Salaried,10,8,School,898020,74835,3,805,849,gold,476287,240,,,,,123.0,22.0,738000.0,,,,,,,,,11.0,4916.179128396134,0.06569358092331307,0.0445297281729711,Approved,0
5054,50,Male,Urban,Self-employed,19,4,Graduate,1537404,128117,1,770,756,home,3715393,36,5671356.865634353,Suburban,1066631.540569331,Apartment,,,,,,,,,,,,8.5,117285.80757072322,0.9154585852831648,0.6318638156476262,Rejected,2435103
5055,43,Male,Rural,Salaried,11,10,School,0,0,3,803,801,business,1491148,120,,,,,,,,,,,,1278127.0,7.0,Services,U61HWEMARFF449F,13.0,22264.441129555973,0.20903501260412438,0.146826019984179,Approved,0
5056,32,Female,Urban,Salaried,10,15,Graduate,0,0,2,699,736,business,5356789,24,,,,,,,,,,,,1737337.0,7.0,Retail,1JAB3QK5JOTCG81,13.0,254671.5122817676,1.7590474084079317,0.4645131261716189,Rejected,1827167
5057,25,Female,Semi-Urban,Salaried,10,9,Graduate,1262916,105243,4,627,619,gold,161395,240,,,,,37.0,22.0,222000.0,,,,,,,,,11.0,1665.9004558753318,0.015829085600708188,0.17167568188083246,Approved,0
5058,24,Female,Urban,Self-employed,15,12,Graduate,512172,42681,3,683,651,home,2560860,240,3978782.6973657007,City Center,1175684.3408941855,Apartment,,,,,,,,,,,,8.5,22223.738053964615,0.5206939400193205,0.7824879511808627,Rejected,2459084
5059,55,Female,Urban,Salaried,20,14,School,0,0,1,704,673,business,10267858,240,,,,,,,,,,,,4107143.0,5.0,Manufacturing,HO4YESNOSVPEE6Z,13.0,120295.73039654638,0.351472730498684,0.00012221945201673634,Rejected,7839631
5060,51,Female,Semi-Urban,Salaried,2,1,Graduate,2032692,169391,4,627,619,home,3557211,120,5387784.877804019,Suburban,863417.5046518219,Independent House,,,,,,,,,,,,8.5,44104.32563069886,0.2603699466364734,0.08369167624798482,Rejected,2297053
5061,25,Female,Semi-Urban,Self-employed,10,10,Graduate,1145700,95475,0,436,447,home,4009950,240,5098434.390734346,City Center,806193.0057978502,Apartment,,,,,,,,,,,,8.5,34799.27774634123,0.36448575801352423,0.640889338112595,Rejected,2974021
5062,25,Male,Rural,Self-employed,6,11,Graduate,801852,66821,2,584,573,gold,875562,36,,,,,186.0,24.0,1116000.0,,,,,,,,,11.0,28664.77663639627,0.4289785641698907,0.60348080319469,Rejected,669550
5063,23,Female,Rural,Self-employed,3,4,Graduate,825804,68817,2,586,591,home,3165582,120,4454701.344340301,Town,1288279.303280587,Independent House,,,,,,,,,,,,8.5,39248.68649587526,0.5703341688227511,1.0,Rejected,2775199
5064,42,Female,Semi-Urban,Self-employed,7,12,Postgraduate,412740,34395,0,818,796,gold,216259,240,,,,,55.0,22.0,330000.0,,,,,,,,,11.0,2232.20029546853,0.06489897646368745,0.25069195647483394,Rejected,141527
5065,23,Female,Semi-Urban,Salaried,2,6,Postgraduate,457164,38097,0,583,582,gold,75610,180,,,,,21.0,22.0,126000.0,,,,,,,,,11.0,859.380942217855,0.022557706439295878,0.4698824390064206,Rejected,55131
5066,36,Male,Urban,Salaried,1,15,Postgraduate,0,0,2,578,609,business,8999057,240,,,,,,,,,,,,3085391.0,3.0,Retail,KW94UM56HL0MWMK,13.0,105430.76605609013,0.4100514951502359,0.5537906174590066,Approved,0
5067,36,Male,Urban,Student,0,7,Graduate,0,0,4,720,705,education,209454,36,,,,,,,,226194.0,XYZ College,25.0,43677.0,,,,,10.0,6758.491426498056,0.1547379954323341,0.1564389833757306,Approved,0
5068,40,Male,Semi-Urban,Self-employed,13,15,School,1102104,91842,1,693,651,gold,209706,36,,,,,46.0,22.0,276000.0,,,,,,,,,11.0,6865.505411737966,0.07475343973060218,0.3665480959598131,Approved,0
5069,28,Female,Rural,Self-employed,5,3,Graduate,0,0,0,692,646,business,7692345,12,,,,,,,,,,,,2564115.0,12.0,Services,CO9SXTXUSCC43VB,13.0,687059.2992348983,3.2154219256229846,0.6861962981032291,Rejected,1435397
5070,55,Male,Semi-Urban,Self-employed,12,13,School,1923360,160280,1,714,704,home,5128960,240,6477821.313471135,Town,1888311.4993743785,Independent House,,,,,,,,,,,,8.5,44510.30651002489,0.2777034346769709,0.394549403667433,Rejected,3898519
5071,21,Male,Urban,Self-employed,5,7,Postgraduate,1263924,105327,3,599,572,home,2422521,24,3357359.3567200545,Town,474660.96562171745,Apartment,,,,,,,,,,,,8.5,110117.32696933021,1.045480522271879,1.0,Rejected,1390282
5072,23,Male,Semi-Urban,Student,0,1,School,0,0,4,691,696,education,714668,240,,,,,,,,968006.0,National Institute,46.0,117518.0,,,,,10.0,6896.700890417519,0.05868633647966711,0.03617132217644308,Approved,0
5073,24,Male,Rural,Salaried,2,6,Postgraduate,2049384,170782,4,672,637,home,6489716,120,7841640.60776978,Suburban,2282479.0269828024,Land,,,,,,,,,,,,8.5,80463.1908859937,0.47114561772314234,0.02213283252293459,Approved,0
5074,25,Male,Rural,Self-employed,7,12,School,941160,78430,4,693,647,home,2117610,12,2786394.9800091763,City Center,463718.0762530389,Apartment,,,,,,,,,,,,8.5,184697.48353531703,2.3549341264225045,0.730033264770582,Rejected,449611
5075,35,Female,Urban,Self-employed,2,9,Graduate,1679772,139981,4,794,752,gold,553962,24,,,,,131.0,24.0,786000.0,,,,,,,,,11.0,25818.971263023162,0.1844462552990989,0.31443626545573955,Approved,0
5076,46,Male,Rural,Student,0,1,Graduate,0,0,0,630,615,education,384011,240,,,,,,,,466503.0,XYZ College,36.0,57448.0,,,,,10.0,3705.7892694651528,0.06450684565981675,0.06319380347934674,Rejected,302516
5077,34,Male,Semi-Urban,Self-employed,3,5,Graduate,0,0,1,688,650,business,6000542,36,,,,,,,,,,,,3428881.0,6.0,Retail,WQALTX0J72UGI0R,13.0,202181.97414173765,0.7075730215486778,0.6747983161103778,Rejected,5088274
5078,38,Female,Semi-Urban,Student,0,6,Graduate,0,0,0,798,802,education,545211,240,,,,,,,,747110.0,National Institute,47.0,77119.0,,,,,10.0,5261.404161324455,0.06822448633053405,0.049235399118735756,Approved,0
5079,30,Male,Rural,Student,0,12,Postgraduate,0,0,3,824,820,education,833781,120,,,,,,,,1123117.0,XYZ College,37.0,56195.0,,,,,10.0,11018.477354801236,0.19607576038439783,0.05403913958202196,Approved,0
5080,47,Female,Rural,Student,0,13,Graduate,0,0,3,811,844,education,182536,180,,,,,,,,229556.0,XYZ College,43.0,89772.0,,,,,10.0,1961.54119765969,0.02185025617853774,0.10006623741311887,Rejected,113421
5081,24,Male,Semi-Urban,Salaried,4,3,School,512016,42668,4,608,618,gold,366718,60,,,,,98.0,22.0,588000.0,,,,,,,,,11.0,7973.337904353542,0.18686926746867774,0.19120055439090392,Approved,0
5082,53,Female,Rural,Self-employed,1,8,Graduate,926448,77204,2,593,567,gold,267480,120,,,,,56.0,22.0,336000.0,,,,,,,,,11.0,3684.537302036321,0.047724694342732514,0.6454601692822108,Rejected,163193
5083,28,Female,Urban,Student,0,11,Postgraduate,0,0,3,628,658,education,1395576,120,,,,,,,,1498296.0,National Institute,43.0,34173.0,,,,,10.0,18442.639677450177,0.5396845368404933,0.4025134136467218,Rejected,1292955
5084,30,Male,Urban,Student,0,5,School,0,0,1,607,579,education,538086,36,,,,,,,,766003.0,National Institute,39.0,108030.0,,,,,10.0,17362.521688383287,0.1607194454168591,0.11829749057004824,Rejected,364979
5085,33,Female,Rural,Salaried,10,12,Graduate,0,0,0,789,741,business,7070204,120,,,,,,,,,,,,3393698.0,2.0,Services,YT5WUX4XM2LMGMO,13.0,105565.73910299389,0.373276841143769,0.03399180988748767,Approved,0
5086,45,Female,Semi-Urban,Salaried,18,12,Graduate,0,0,0,682,712,business,1382760,36,,,,,,,,,,,,829656.0,14.0,Manufacturing,0TPOMEHP4TQ70ET,13.0,46590.64907207201,0.6738790400658394,0.5770121636765462,Rejected,1025970
5087,32,Male,Urban,Student,0,14,Postgraduate,0,0,2,680,682,education,149222,240,,,,,,,,212101.0,XYZ College,41.0,52053.0,,,,,10.0,1440.0245992123375,0.027664584158690903,0.00368427090404051,Approved,0
5088,36,Female,Urban,Salaried,19,4,Postgraduate,2005368,167114,4,686,640,home,6684560,60,10280984.372548094,Suburban,1204077.6285204191,Apartment,,,,,,,,,,,,8.5,137143.98464755376,0.8206612530820504,0.5567151850104095,Rejected,4887200
5089,50,Male,Semi-Urban,Self-employed,8,13,Graduate,0,0,4,574,612,business,4862144,120,,,,,,,,,,,,4862144.0,2.0,Services,NZIX7XPSWZLUTS6,13.0,72597.03185158267,0.17917288797267047,0.6168956889183135,Approved,0
5090,39,Male,Semi-Urban,Student,0,15,Graduate,0,0,4,721,700,education,779738,12,,,,,,,,1036340.0,National Institute,32.0,78981.0,,,,,10.0,68551.35807695346,0.8679474566915266,0.44382183405882214,Rejected,449185
5091,26,Male,Rural,Student,0,6,School,0,0,3,438,482,education,557278,24,,,,,,,,604748.0,XYZ College,35.0,84219.0,,,,,10.0,25715.55225951861,0.3053414580975624,0.4720537962072674,Rejected,403796
5092,39,Female,Semi-Urban,Self-employed,2,2,Postgraduate,1186956,98913,4,795,824,home,4945650,60,6371695.032922264,Town,1244571.9779032257,Land,,,,,,,,,,,,8.5,101467.58315763106,1.025826566352563,0.6228201759731613,Rejected,2892682
5093,35,Male,Rural,Salaried,20,13,Graduate,1543212,128601,2,685,717,gold,128433,120,,,,,30.0,24.0,180000.0,,,,,,,,,11.0,1769.1647200255377,0.013757005933278417,0.0059081462437809325,Approved,0
